N,P,K,temperature,humidity,ph,rainfall,label
-1.2107851755994308,2.7567473279981485,2.95885466642932,-0.8930415158646966,0.8455126259112661,-1.166082759041329,0.013839578112364668,0
1.5773041420009077,-0.526664651153196,-0.5943396928442998,-0.046360276518832205,0.22727498594851384,1.359560787253259,-0.7448365134125929,6
-0.26337618418184006,0.6286099341037583,-0.5943396928442998,0.6168163096267084,-0.4682241566935395,0.17013268539187,-0.5485862796500054,2
-0.29044501250805693,0.7502177851834377,-0.5548597555190373,-1.2741362091643578,-2.2710981324062245,-1.0248865351846306,-0.42617011509380587,9
-0.3175138408342738,0.7502177851834377,-0.6535595988321934,-0.8455873163451236,-0.397606146806458,-0.6957036596139783,-1.1193744471966047,10
-1.2649228322518646,-1.4387235342507916,-0.8114793481332432,-0.5186048779061705,0.8815025937171196,0.31116148517530023,0.16135120493732755,16
-0.4528579824653582,0.44619815748423924,0.05707927302253046,0.3382306834363201,1.0187567043486407,0.2831445131392577,-1.145220824326659,17
1.0359275754765702,-0.25304698622391736,-0.23902025691693782,-0.8515046697883993,0.404112159857195,-0.031204809547087622,1.4769805222867258,20
-0.723546265727527,0.507002083024079,-0.6338196301695622,-0.09016589072040283,-0.11359485248932849,0.10444839265157556,-1.2412718327849293,10
1.0900652321290039,-0.5570666139231158,-0.19954031959167537,-0.1457915512706067,0.4064041319780552,-0.4272542862036955,1.4441338448319314,20
-0.3175138408342738,-0.8610862416223144,-0.23902025691693782,-1.3301425399358016,1.0556012834522042,-1.155234575572126,0.06987404309908232,19
-0.6152709524226595,-1.4083215714808717,-0.7719994108079807,1.7694034165004666,0.9270153543508441,0.3392636663776285,0.213583503545553,16
-0.0738943858983219,0.2637863808647201,-0.6535595988321934,-0.053221609769962465,-0.21654248033791285,1.3774542302648587,-0.6851705562669467,2
1.1712717171076545,-1.4691254970207115,0.13603914767305533,0.5828264362397818,0.9162442585305915,-0.48971590520280545,-1.388529715920337,15
1.7667859402844257,0.5374040457939988,-0.02188060162799441,0.3827658515212684,0.47539292468362326,-0.03980151563362644,-0.22401503710469892,1
-0.7776839223799608,2.4223257375290297,3.0180745724172136,-0.35862231597603705,0.388294021117482,-0.5959751950246085,-0.6588407240062788,7
-0.4257891541391413,-0.07063520960439824,-0.6140796615069309,0.6250690881430896,-0.9699263175092138,-3.7369573756360333,-1.136118906806633,13
-1.183716347273214,-0.9218901671621541,-0.258760225579569,-1.1624868132693307,0.7738168805749441,0.755062557756881,-0.02147682139203753,19
-0.8047527507061777,-0.46586072561335634,-0.5548597555190373,0.2903693966744817,-0.3542511545641351,-0.8641816093515778,-0.7504566582817104,13
-0.5611332957702257,2.0879041470599113,2.9391146977666884,-0.8410727991739221,0.9533965823703592,-1.148248562526176,0.04334201801556843,0
-1.1025098622945633,0.7502177851834377,-0.5943396928442998,-1.4014226600516655,-0.3928957682368596,-0.2181834033858269,-1.0778950104905356,10
-0.8318215790323945,2.0879041470599113,3.0772944784051073,-2.733686733647922,0.4215380260110657,0.026488414241887494,-0.6986646400408986,7
-0.940096892337262,2.33111984921927,3.0180745724172136,0.6884930959718312,0.5080046565646467,-1.0079758183575105,-0.6303630144818085,7
